cell_name	gene_name	tissue_type	gene_id
Endothelial cell	Guk1	Lung	ENSMUSG00000020444
Myofibroblast	Iigp1	Lung	ENSMUSG00000054072
Fibroblast	Naa50	Lung	ENSMUSG00000022698
Epithelial cell	B3gnt9	Lung	ENSMUSG00000069920
Matrix fibroblast	Pkd1	Lung	ENSMUSG00000032855
Endothelial cell	Cav2	Lung	ENSMUSG00000000058
Epithelial cell	Mapk13	Lung	ENSMUSG00000004864
Epithelial cell	Frk	Lung	ENSMUSG00000019779
Myeloid cell	Cd68	Lung	ENSMUSG00000018774
Fibroblast	Tpx2	Lung	ENSMUSG00000027469
Epithelial cell	Zfp7	Lung	ENSMUSG00000033669
Endothelial cell	Mmrn2	Lung	ENSMUSG00000041445
Matrix fibroblast	Chst15	Lung	ENSMUSG00000030930
Matrix fibroblast	Mrap	Lung	ENSMUSG00000039956
Pericyte		Lung	
Epithelial cell	Cldn6	Lung	ENSMUSG00000023906
Epithelial cell	Sh2d4a	Lung	ENSMUSG00000053886
Myeloid cell	Runx1	Lung	ENSMUSG00000022952
Matrix fibroblast	Col25a1	Lung	ENSMUSG00000058897
Immune cell	Ncf4	Lung	ENSMUSG00000071715
Epithelial cell	Acly	Lung	ENSMUSG00000020917
Endothelial cell	Scn7a	Lung	ENSMUSG00000034810
Epithelial cell	Epb41l5	Lung	ENSMUSG00000026383
Fibroblast	Nrep	Lung	ENSMUSG00000042834
Matrix fibroblast	Fn1	Lung	ENSMUSG00000026193
Fibroblast	Enc1	Lung	ENSMUSG00000041773
Immune cell	Ctsc	Lung	ENSMUSG00000030560
Matrix fibroblast	Cass4	Lung	ENSMUSG00000074570
Epithelial cell	Ezr	Lung	ENSMUSG00000052397
Myeloid cell	Ctsc	Lung	ENSMUSG00000030560
Fibroblast	Shcbp1	Lung	ENSMUSG00000022322
Epithelial cell	Ppp1r14c	Lung	ENSMUSG00000040653
Myofibroblast	Robo1	Lung	ENSMUSG00000022883
Epithelial cell	Clu	Lung	ENSMUSG00000022037
Endothelial cell	BC028528	Lung	ENSMUSG00000038543
Epithelial cell	Sftpb	Lung	ENSMUSG00000056370
Matrix fibroblast	Hsd11b1	Lung	ENSMUSG00000016194
Fibroblast	Ptch1	Lung	ENSMUSG00000021466
Matrix fibroblast	Eif4ebp1	Lung	ENSMUSG00000031490
Matrix fibroblast	Macf1	Lung	ENSMUSG00000028649
Pericyte	Gucy1b1	Lung	ENSMUSG00000028005
Pericyte	Gucy1a1	Lung	ENSMUSG00000033910
Matrix fibroblast		Lung	
Matrix fibroblast	Ifitm1	Lung	ENSMUSG00000025491
Myofibroblast	Nrep	Lung	ENSMUSG00000042834
Pericyte	F2r	Lung	ENSMUSG00000048376
Epithelial cell	Fermt1	Lung	ENSMUSG00000027356
Epithelial cell	Mgst1	Lung	ENSMUSG00000008540
Matrix fibroblast	Bgn	Lung	ENSMUSG00000031375
Matrix fibroblast	Gyg	Lung	ENSMUSG00000019528
Epithelial cell	Zfand2b	Lung	ENSMUSG00000026197
Fibroblast	Smchd1	Lung	ENSMUSG00000024054
Fibroblast	Rfc4	Lung	ENSMUSG00000022881
Endothelial cell	Smad1	Lung	ENSMUSG00000031681
Epithelial cell	Kcnk1	Lung	ENSMUSG00000033998
Fibroblast	1810037I17Rik	Lung	ENSMUSG00000054091
Fibroblast	Dmac1	Lung	ENSMUSG00000028398
Endothelial cell	Agfg1	Lung	ENSMUSG00000026159
Matrix fibroblast	Pid1	Lung	ENSMUSG00000045658
Fibroblast		Lung	
Epithelial cell	Fxyd3	Lung	ENSMUSG00000057092
Pericyte	Cox4i2	Lung	ENSMUSG00000009876
Pericyte	Tmem134	Lung	ENSMUSG00000024845
Epithelial cell	Dnal4	Lung	ENSMUSG00000022420
Matrix fibroblast	Cfh	Lung	ENSMUSG00000026365
Epithelial cell	Wfdc2	Lung	ENSMUSG00000017723
Epithelial cell	Syngr1	Lung	ENSMUSG00000022415
Pericyte		Lung	
Epithelial cell	Spint2	Lung	ENSMUSG00000074227
Fibroblast	Cdc7	Lung	ENSMUSG00000029283
Myofibroblast		Lung	
Fibroblast	Armcx3	Lung	ENSMUSG00000049047
Epithelial cell	Bex1	Lung	ENSMUSG00000050071
Myofibroblast	Gypc	Lung	ENSMUSG00000090523
Fibroblast	Atad2	Lung	ENSMUSG00000022360
Epithelial cell	Dgkd	Lung	ENSMUSG00000070738
Epithelial cell	Dpp4	Lung	ENSMUSG00000035000
Smooth muscle cell	Fstl1	Lung	ENSMUSG00000022816
Fibroblast	Prim1	Lung	ENSMUSG00000025395
Endothelial cell	S100a10	Lung	ENSMUSG00000041959
Epithelial cell	Bicd1	Lung	ENSMUSG00000003452
Endothelial cell	Tmem88	Lung	ENSMUSG00000045377
Fibroblast	Sdc2	Lung	ENSMUSG00000022261
Epithelial cell	Nucb2	Lung	ENSMUSG00000030659
Fibroblast	Cnot6	Lung	ENSMUSG00000020362
Endothelial cell	Fkbp1a	Lung	ENSMUSG00000032966
Epithelial cell	Cftr	Lung	ENSMUSG00000041301
Myeloid cell	Ctsb	Lung	ENSMUSG00000021939
Epithelial cell	Rassf7	Lung	ENSMUSG00000038618
Granulocyte		Lung	
Granulocyte		Lung	
Granulocyte	Ccl2	Lung	ENSMUSG00000035385
Granulocyte		Lung	
Granulocyte	Tnf	Lung	ENSMUSG00000024401
Clara cell	Sftpb	Lung	ENSMUSG00000056370
Type I pneumocyte	Pdpn	Lung	ENSMUSG00000028583
Macrophage		Lung	
Macrophage	Arg1	Lung	ENSMUSG00000019987
Macrophage		Lung	
Macrophage		Lung	
Myofibroblast		Lung	
Myofibroblast	Acta2	Lung	ENSMUSG00000035783
Macrophage	Adgre1	Lung	ENSMUSG00000004730
Endothelial cell		Lung	
M2 macrophage		Lung	
M2 macrophage	Mrc1	Lung	ENSMUSG00000026712
M1 macrophage	Nos2	Lung	ENSMUSG00000020826
M2 macrophage	Arg1	Lung	ENSMUSG00000019987
M1 macrophage	Tnf	Lung	ENSMUSG00000024401
M1 macrophage		Lung	
M2 macrophage		Lung	
M1 macrophage		Lung	
M2 macrophage	Mrc1	Lung	ENSMUSG00000026712
M1 macrophage	Ccr7	Lung	ENSMUSG00000037944
M1 macrophage		Lung	
M2 macrophage	Arg1	Lung	ENSMUSG00000019987
M2 macrophage		Lung	
M1 macrophage		Lung	
Epithelial cell		Lung	
Dendritic cell		Lung	
Dendritic cell	Tlr9	Lung	ENSMUSG00000045322
Clara cell	Scgb1a1	Lung	ENSMUSG00000024653
Mesenchymal progenitor cell		Lung	
Mesenchymal progenitor cell	S100a4	Lung	ENSMUSG00000001020
Myofibroblast	Acta2	Lung	ENSMUSG00000035783
Axin2-Palpha+ cell	Tinagl1	Lung	ENSMUSG00000028776
Axin2+ cell	Clec3b	Lung	ENSMUSG00000025784
Pdgfrapha+ cell	Ier3	Lung	ENSMUSG00000003541
Pdgfrapha+ cell		Lung	
Pdgfrapha+ cell	Meg3	Lung	ENSMUSG00000021268
Pdgfrapha+ cell	Hbb-bs	Lung	ENSMUSG00000052305
Wnt2+ cell	Slurp1	Lung	ENSMUSG00000022596
Axin2+ cell	Htra3	Lung	ENSMUSG00000029096
Wnt2+ cell	Rspo1	Lung	ENSMUSG00000028871
Wnt2+ cell	Sbsn	Lung	ENSMUSG00000046056
Wnt2+ cell	Slc39a8	Lung	ENSMUSG00000053897
Pdgfrapha+ cell	Rgs2	Lung	ENSMUSG00000026360
Axin2-Palpha+ cell	Tpm2	Lung	ENSMUSG00000028464
Pdgfrapha+ cell		Lung	
Axin2-Palpha+ cell	Actn1	Lung	ENSMUSG00000015143
Wnt2+ cell	Upk1b	Lung	ENSMUSG00000049436
Axin2-Palpha+ cell	Tagln	Lung	ENSMUSG00000032085
Wnt2+ cell	Msln	Lung	ENSMUSG00000063011
Wnt2+ cell	F11r	Lung	ENSMUSG00000038235
Axin2-Palpha+ cell	Lmod1	Lung	ENSMUSG00000048096
Axin2+ cell	Dcn	Lung	ENSMUSG00000019929
Wnt2+ cell	Lgals2	Lung	ENSMUSG00000043501
Wnt2+ cell	Cldn15	Lung	ENSMUSG00000001739
Pdgfrapha+ cell	Scgb1a1	Lung	ENSMUSG00000024653
Wnt2+ cell	Sfrp2	Lung	ENSMUSG00000027996
Axin2+ cell	Serpinf1	Lung	ENSMUSG00000000753
Axin2-Palpha+ cell	Timp4	Lung	ENSMUSG00000030317
Axin2+ cell	Adamts2	Lung	ENSMUSG00000036545
Pdgfrapha+ cell	Hbb-bt	Lung	ENSMUSG00000073940
Pdgfrapha+ cell	Tgfbi	Lung	ENSMUSG00000035493
Axin2+ cell	Aqp1	Lung	ENSMUSG00000004655
Axin2-Palpha+ cell	Lmcd1	Lung	ENSMUSG00000057604
Axin2+ cell	Igfbp4	Lung	ENSMUSG00000017493
Wnt2+ cell	Krt19	Lung	ENSMUSG00000020911
Axin2+ cell	Col1a2	Lung	ENSMUSG00000029661
Axin2+ cell	Smoc2	Lung	ENSMUSG00000023886
Wnt2+ cell	AU021092	Lung	ENSMUSG00000051669
Pdgfrapha+ cell	Plat	Lung	ENSMUSG00000031538
Wnt2+ cell	Krt7	Lung	ENSMUSG00000023039
Axin2-Palpha+ cell	Actc1	Lung	ENSMUSG00000068614
Axin2-Palpha+ cell	Myl9	Lung	ENSMUSG00000067818
Axin2+ cell	Cd34	Lung	ENSMUSG00000016494
Wnt2+ cell	Atp1b1	Lung	ENSMUSG00000026576
Axin2+ cell	Fbln1	Lung	ENSMUSG00000006369
Axin2-Palpha+ cell	Map3k7cl	Lung	ENSMUSG00000025610
Axin2-Palpha+ cell	Slmap	Lung	ENSMUSG00000021870
Axin2-Palpha+ cell	Mustn1	Lung	ENSMUSG00000042485
Pdgfrapha+ cell	P2ry14	Lung	ENSMUSG00000036381
Pdgfrapha+ cell	Lum	Lung	ENSMUSG00000036446
Pdgfrapha+ cell	Aspn	Lung	ENSMUSG00000021388
Axin2-Palpha+ cell	Cnn1	Lung	ENSMUSG00000001349
Axin2+ cell	Pi16	Lung	ENSMUSG00000024011
Pdgfrapha+ cell	Gem	Lung	ENSMUSG00000028214
Axin2+ cell	Col1a1	Lung	ENSMUSG00000001506
Pdgfrapha+ cell	Enpp2	Lung	ENSMUSG00000022425
Axin2-Palpha+ cell	Des	Lung	ENSMUSG00000026208
Axin2-Palpha+ cell	Acta2	Lung	ENSMUSG00000035783
Pdgfrapha+ cell	Hba-a2	Lung	ENSMUSG00000069917
Axin2-Palpha+ cell	Sncg	Lung	ENSMUSG00000023064
Axin2-Palpha+ cell	Map1b	Lung	ENSMUSG00000052727
Pdgfrapha+ cell	Igfbp3	Lung	ENSMUSG00000020427
Axin2-Palpha+ cell	Actg2	Lung	ENSMUSG00000059430
Axin2+ cell	Cygb	Lung	ENSMUSG00000020810
Wnt2+ cell	Igfbp5	Lung	ENSMUSG00000026185
Pdgfrapha+ cell	Malat1	Lung	ENSMUSG00000092341
Axin2+ cell	Rbp4	Lung	ENSMUSG00000024990
Wnt2+ cell	Upk3b	Lung	ENSMUSG00000042985
Wnt2+ cell	Krt18	Lung	ENSMUSG00000023043
Wnt2+ cell	Gpm6a	Lung	ENSMUSG00000031517
Axin2-Palpha+ cell	Myh11	Lung	ENSMUSG00000018830
Wnt2+ cell	Fxyd3	Lung	ENSMUSG00000057092
Axin2+ cell	Gm13305	Lung	ENSMUSG00000073876
Wnt2+ cell	Slc9a3r1	Lung	ENSMUSG00000020733
Pdgfrapha+ cell	Hhip	Lung	ENSMUSG00000064325
Axin2+ cell	Has1	Lung	ENSMUSG00000003665
Axin2+ cell	Ly6a	Lung	ENSMUSG00000075602
Axin2-Palpha+ cell	Itih4	Lung	ENSMUSG00000021922
Wnt2+ cell	Ezr	Lung	ENSMUSG00000052397
Lgr6+ cell		Lung	
Lgr5+ cell		Lung	
Lee et al.Cell.A	Sftpc	Lung	ENSMUSG00000022097
Lgr6+ cell		Lung	
Lee et al.Cell.D	Trib1	Lung	ENSMUSG00000032501
Lgr6+ cell		Lung	
Lgr5+ cell		Lung	
Lgr6+ cell	Lgr6	Lung	ENSMUSG00000042793
Lgr6+ cell		Lung	
Lgr5+ cell		Lung	
Lee et al.Cell.B	Acta1	Lung	ENSMUSG00000031972
Lee et al.Cell.E	Tagln	Lung	ENSMUSG00000032085
Lee et al.Cell.C	Wnt2	Lung	ENSMUSG00000010797
Lee et al.Cell.E	Actc1	Lung	ENSMUSG00000068614
Lee et al.Cell.B	Gata1	Lung	ENSMUSG00000031162
Lee et al.Cell.C	Cd34	Lung	ENSMUSG00000016494
Lgr5+ cell	Lgr5	Lung	ENSMUSG00000020140
Lee et al.Cell.B	Dlk1	Lung	ENSMUSG00000040856
Lee et al.Cell.C	Pdgfa	Lung	ENSMUSG00000025856
Lee et al.Cell.E	Gli1	Lung	ENSMUSG00000025407
Lee et al.Cell.E	Lgr6	Lung	ENSMUSG00000042793
Lee et al.Cell.A	Scgb1a1	Lung	ENSMUSG00000024653
Lee et al.Cell.E	Axin2	Lung	ENSMUSG00000000142
Lee et al.Cell.E	Acta2	Lung	ENSMUSG00000035783
Lee et al.Cell.D	Sbno2	Lung	ENSMUSG00000035673
Lee et al.Cell.D	Lgr5	Lung	ENSMUSG00000020140
Lgr5+ cell		Lung	
Lee et al.Cell.E	Cspg4	Lung	ENSMUSG00000032911
Lee et al.Cell.A	Epcam	Lung	ENSMUSG00000045394
Lee et al.Cell.C	Vcam1	Lung	ENSMUSG00000027962
Cancer stem cell		Lung	
Cancer stem cell	Prom1	Lung	ENSMUSG00000029086
Cancer stem cell	Pou5f1	Lung	ENSMUSG00000024406
Cancer stem cell	Klf4	Lung	ENSMUSG00000003032
Cancer stem cell	Sox2	Lung	ENSMUSG00000074637
Lipofibroblast	Lipa	Lung	ENSMUSG00000024781
Mesenchymal progenitor cell	Mcm5	Lung	ENSMUSG00000005410
Mesenchymal progenitor cell	Uhrf1	Lung	ENSMUSG00000001228
Endothelial cell	Cyyr1	Lung	ENSMUSG00000041134
Mesenchymal progenitor cell	H2ax	Lung	ENSMUSG00000049932
Lipofibroblast	Lpl	Lung	ENSMUSG00000015568
Mesothelial cell	Cxcl13	Lung	ENSMUSG00000023078
Mesothelial cell	Rspo1	Lung	ENSMUSG00000028871
Endothelial cell	Gata2	Lung	ENSMUSG00000015053
Lipofibroblast	Mrc1	Lung	ENSMUSG00000026712
Myofibroblast	Junb	Lung	ENSMUSG00000052837
Lipofibroblast	Abcg1	Lung	ENSMUSG00000024030
Mesenchymal progenitor cell	Mcm6	Lung	ENSMUSG00000026355
Mesothelial cell	Wt1	Lung	ENSMUSG00000016458
Endothelial cell	Kdr	Lung	ENSMUSG00000062960
Mesothelial cell	Lgals2	Lung	ENSMUSG00000043501
Mesothelial cell	Upk3b	Lung	ENSMUSG00000042985
Mesenchymal progenitor cell	Ccnb2	Lung	ENSMUSG00000032218
Mesothelial cell	Msln	Lung	ENSMUSG00000063011
Lipofibroblast	Ear1	Lung	ENSMUSG00000072601
Lipofibroblast	Pparg	Lung	ENSMUSG00000000440
Mesenchymal progenitor cell	Hmgb2	Lung	ENSMUSG00000054717
Endothelial cell	Tspan7	Lung	ENSMUSG00000058254
Mesenchymal progenitor cell	Hmgb3	Lung	ENSMUSG00000015217
Myofibroblast	Myh11	Lung	ENSMUSG00000018830
Endothelial cell	Edn1	Lung	ENSMUSG00000021367
Lipofibroblast	Plet1	Lung	ENSMUSG00000032068
Endothelial cell	Cdh5	Lung	ENSMUSG00000031871
Myofibroblast	Scx	Lung	ENSMUSG00000034161
Mesothelial cell	Lrrn4	Lung	ENSMUSG00000043110
Mesenchymal progenitor cell	H2ac24	Lung	ENSMUSG00000094777
Myofibroblast	Acta2	Lung	ENSMUSG00000035783
Lipofibroblast	Plin2	Lung	ENSMUSG00000028494
Lipofibroblast	Fabp5	Lung	ENSMUSG00000027533
Endothelial cell	Clec14a	Lung	ENSMUSG00000045930
Lipofibroblast	Ccl6	Lung	ENSMUSG00000018927
Mesenchymal progenitor cell	Ezh2	Lung	ENSMUSG00000029687
Lipofibroblast	Krt79	Lung	ENSMUSG00000061397
Mesenchymal progenitor cell	Cks2	Lung	ENSMUSG00000062248
Lipofibroblast	Ear2	Lung	ENSMUSG00000072596
Mesothelial cell	Nkain4	Lung	ENSMUSG00000027574
Mesenchymal progenitor cell	Ube2c	Lung	ENSMUSG00000001403
Myofibroblast	Mustn1	Lung	ENSMUSG00000042485
Myofibroblast	Tagln	Lung	ENSMUSG00000032085
Endothelial cell	Ets1	Lung	ENSMUSG00000032035
Myofibroblast	Aspn	Lung	ENSMUSG00000021388
Lipofibroblast	Fabp4	Lung	ENSMUSG00000062515
Mesothelial cell	Gpm6a	Lung	ENSMUSG00000031517
Myofibroblast		Lung	
Endothelial cell	Clic5	Lung	ENSMUSG00000023959
Lipofibroblast	Fabp1	Lung	ENSMUSG00000054422
Mesenchymal progenitor cell		Lung	
Endothelial cell	Pecam1	Lung	ENSMUSG00000020717
Myofibroblast	Acta2	Lung	ENSMUSG00000035783
Myofibroblast	Hhip	Lung	ENSMUSG00000064325
Mesothelial cell	Calb2	Lung	ENSMUSG00000003657
Macrophage		Lung	
M2 macrophage	Arg1	Lung	ENSMUSG00000019987
Natural killer T(NKT) cell		Lung	
Macrophage		Lung	
Macrophage		Lung	
Brush cell (Tuft cell)	Etv6	Lung	ENSMUSG00000030199
Brush cell (Tuft cell)	Man1a	Lung	ENSMUSG00000003746
Brush cell (Tuft cell)	Erlin1	Lung	ENSMUSG00000025198
Brush cell (Tuft cell)	Etv1	Lung	ENSMUSG00000004151
Brush cell (Tuft cell)	Cyp2j6	Lung	ENSMUSG00000052914
Brush cell (Tuft cell)	Igsf8	Lung	ENSMUSG00000038034
Brush cell (Tuft cell)	Man2b1	Lung	ENSMUSG00000005142
Brush cell (Tuft cell)	Rgs13	Lung	ENSMUSG00000051079
Brush cell (Tuft cell)	Snx7	Lung	ENSMUSG00000028007
Brush cell (Tuft cell)	Fyb	Lung	ENSMUSG00000022148
Brush cell (Tuft cell)	Rassf6	Lung	ENSMUSG00000029370
Brush cell (Tuft cell)	Lmo2	Lung	ENSMUSG00000032698
Brush cell (Tuft cell)	Atp23	Lung	ENSMUSG00000025436
Brush cell (Tuft cell)	Adamts13	Lung	ENSMUSG00000014852
Brush cell (Tuft cell)	Wdr25	Lung	ENSMUSG00000040877
Brush cell (Tuft cell)	Pdlim7	Lung	ENSMUSG00000021493
Brush cell (Tuft cell)	Col4a4	Lung	ENSMUSG00000067158
Brush cell (Tuft cell)	Ociad2	Lung	ENSMUSG00000029153
Brush cell (Tuft cell)	Jakmip2	Lung	ENSMUSG00000024502
Brush cell (Tuft cell)	Rgs2	Lung	ENSMUSG00000026360
Brush cell (Tuft cell)	Chdh	Lung	ENSMUSG00000015970
Brush cell (Tuft cell)	Atat1	Lung	ENSMUSG00000024426
Brush cell (Tuft cell)	Gng12	Lung	ENSMUSG00000036402
Brush cell (Tuft cell)	Daam1	Lung	ENSMUSG00000034574
Brush cell (Tuft cell)	Lima1	Lung	ENSMUSG00000023022
Brush cell (Tuft cell)	Alox5ap	Lung	ENSMUSG00000060063
Brush cell (Tuft cell)	Slitrk6	Lung	ENSMUSG00000045871
Brush cell (Tuft cell)	Arhgap4	Lung	ENSMUSG00000031389
Brush cell (Tuft cell)	Limd2	Lung	ENSMUSG00000040699
Brush cell (Tuft cell)	Pnpla6	Lung	ENSMUSG00000004565
Brush cell (Tuft cell)	Pik3cg	Lung	ENSMUSG00000020573
Brush cell (Tuft cell)	Hpgds	Lung	ENSMUSG00000029919
Brush cell (Tuft cell)	Mpzl1	Lung	ENSMUSG00000026566
Brush cell (Tuft cell)	Cited2	Lung	ENSMUSG00000039910
Brush cell (Tuft cell)	Il17rb	Lung	ENSMUSG00000015966
Brush cell (Tuft cell)	Hmx2	Lung	ENSMUSG00000050100
Brush cell (Tuft cell)	Alox5	Lung	ENSMUSG00000025701
Brush cell (Tuft cell)	Pcdh20	Lung	ENSMUSG00000050505
Brush cell (Tuft cell)	Col9a3	Lung	ENSMUSG00000027570
Brush cell (Tuft cell)	Stard5	Lung	ENSMUSG00000046027
Brush cell (Tuft cell)	Unc5d	Lung	ENSMUSG00000063626
Brush cell (Tuft cell)	Pld1	Lung	ENSMUSG00000027695
Brush cell (Tuft cell)	Ncoa7	Lung	ENSMUSG00000039697
Brush cell (Tuft cell)	Bcl2l14	Lung	ENSMUSG00000030200
Brush cell (Tuft cell)	Camk2b	Lung	ENSMUSG00000057897
Brush cell (Tuft cell)	Pitpnc1	Lung	ENSMUSG00000040430
Brush cell (Tuft cell)	Ascl2	Lung	ENSMUSG00000009248
Brush cell (Tuft cell)	Pnpla3	Lung	ENSMUSG00000041653
Brush cell (Tuft cell)	Fyttd1	Lung	ENSMUSG00000022800
Brush cell (Tuft cell)	Gm10108	Lung	ENSMUSG00000062038
Brush cell (Tuft cell)	Zfp428	Lung	ENSMUSG00000064264
Brush cell (Tuft cell)	Gfra2	Lung	ENSMUSG00000022103
Brush cell (Tuft cell)	Gpr137b	Lung	ENSMUSG00000021306
Brush cell (Tuft cell)	Sptb	Lung	ENSMUSG00000021061
Brush cell (Tuft cell)	Spib	Lung	ENSMUSG00000008193
Brush cell (Tuft cell)	1810046K07Rik	Lung	
Brush cell (Tuft cell)	Ttll11	Lung	ENSMUSG00000026885
Brush cell (Tuft cell)	Nrep	Lung	ENSMUSG00000042834
Brush cell (Tuft cell)	Hsp90b1	Lung	ENSMUSG00000020048
Brush cell (Tuft cell)	Ackr4	Lung	ENSMUSG00000079355
Brush cell (Tuft cell)	Ehf	Lung	ENSMUSG00000012350
Brush cell (Tuft cell)	Tspan6	Lung	ENSMUSG00000067377
Brush cell (Tuft cell)	Rnasel	Lung	ENSMUSG00000066800
Brush cell (Tuft cell)	Wnk2	Lung	ENSMUSG00000037989
Brush cell (Tuft cell)	Irag2	Lung	ENSMUSG00000030263
Brush cell (Tuft cell)	Commd1	Lung	ENSMUSG00000051355
Brush cell (Tuft cell)	Sh3bgrl	Lung	ENSMUSG00000031246
Brush cell (Tuft cell)	Ephb4	Lung	ENSMUSG00000029710
Brush cell (Tuft cell)	Miga1	Lung	ENSMUSG00000054942
Brush cell (Tuft cell)	Ero1b	Lung	ENSMUSG00000057069
Brush cell (Tuft cell)	Fras1	Lung	ENSMUSG00000034687
Brush cell (Tuft cell)	BC016579	Lung	ENSMUSG00000033187
Brush cell (Tuft cell)	Cdc42bpa	Lung	ENSMUSG00000026490
Brush cell (Tuft cell)	H2aj	Lung	ENSMUSG00000060032
Brush cell (Tuft cell)	Gga2	Lung	ENSMUSG00000030872
Brush cell (Tuft cell)	Ptpn6	Lung	ENSMUSG00000004266
Brush cell (Tuft cell)	Sox9	Lung	ENSMUSG00000000567
Brush cell (Tuft cell)	Suco	Lung	ENSMUSG00000040297
Brush cell (Tuft cell)	Kctd3	Lung	ENSMUSG00000026608
Brush cell (Tuft cell)	Ssbp1	Lung	ENSMUSG00000029911
Brush cell (Tuft cell)	Bmi1	Lung	ENSMUSG00000026739
Brush cell (Tuft cell)	Cdh13	Lung	ENSMUSG00000031841
Brush cell (Tuft cell)	Foxe1	Lung	ENSMUSG00000070990
Brush cell (Tuft cell)	Entpd3	Lung	ENSMUSG00000041608
Brush cell (Tuft cell)	Gm4952	Lung	ENSMUSG00000071633
Brush cell (Tuft cell)	Tle4	Lung	ENSMUSG00000024642
Brush cell (Tuft cell)	Gm13433	Lung	ENSMUSG00000083043
Brush cell (Tuft cell)	Mn1	Lung	ENSMUSG00000070576
Brush cell (Tuft cell)	Kirrel3	Lung	ENSMUSG00000032036
Brush cell (Tuft cell)	Zfhx3	Lung	ENSMUSG00000038872
Brush cell (Tuft cell)	Spdef	Lung	ENSMUSG00000024215
Brush cell (Tuft cell)	Ivns1abp	Lung	ENSMUSG00000023150
Brush cell (Tuft cell)	Hacd1	Lung	ENSMUSG00000063275
Brush cell (Tuft cell)	Clec4a1	Lung	ENSMUSG00000049037
Brush cell (Tuft cell)	Ndufaf5	Lung	ENSMUSG00000027384
Brush cell (Tuft cell)	Camk2d	Lung	ENSMUSG00000053819
Brush cell (Tuft cell)	Slco4a1	Lung	ENSMUSG00000038963
Brush cell (Tuft cell)	Wfdc18	Lung	ENSMUSG00000000983
Brush cell (Tuft cell)	Oxr1	Lung	ENSMUSG00000022307
Brush cell (Tuft cell)	Dclk1	Lung	ENSMUSG00000027797
Brush cell (Tuft cell)	Ptpn18	Lung	ENSMUSG00000026126
Brush cell (Tuft cell)	Il13ra1	Lung	ENSMUSG00000017057
Brush cell (Tuft cell)	Chn2	Lung	ENSMUSG00000004633
Brush cell (Tuft cell)	Rap2a	Lung	ENSMUSG00000051615
Brush cell (Tuft cell)	Itga9	Lung	ENSMUSG00000039115
Brush cell (Tuft cell)	Acly	Lung	ENSMUSG00000020917
Brush cell (Tuft cell)	Gas7	Lung	ENSMUSG00000033066
Brush cell (Tuft cell)	Rmnd5a	Lung	ENSMUSG00000002222
Brush cell (Tuft cell)	Zfp91	Lung	ENSMUSG00000024695
Brush cell (Tuft cell)	Atp2a3	Lung	ENSMUSG00000020788
Brush cell (Tuft cell)	Sh2d7	Lung	ENSMUSG00000046460
Brush cell (Tuft cell)	Sptlc2	Lung	ENSMUSG00000021036
Brush cell (Tuft cell)	Heg1	Lung	ENSMUSG00000075254
Brush cell (Tuft cell)	Ankrd33b	Lung	ENSMUSG00000022237
Brush cell (Tuft cell)	Camta2	Lung	ENSMUSG00000040712
Brush cell (Tuft cell)	Mgll	Lung	ENSMUSG00000033174
Brush cell (Tuft cell)	Stox2	Lung	ENSMUSG00000038143
Brush cell (Tuft cell)	Cacnb4	Lung	ENSMUSG00000017412
Brush cell (Tuft cell)	Sh2d6	Lung	ENSMUSG00000052631
Brush cell (Tuft cell)	Mctp1	Lung	ENSMUSG00000021596
Brush cell (Tuft cell)	Kdm4a	Lung	ENSMUSG00000033326
Brush cell (Tuft cell)	Cap1	Lung	ENSMUSG00000028656
Brush cell (Tuft cell)	Plac8	Lung	ENSMUSG00000029322
Brush cell (Tuft cell)	Acsl4	Lung	ENSMUSG00000031278
Brush cell (Tuft cell)	Noct	Lung	ENSMUSG00000023087
Brush cell (Tuft cell)	Pfkfb3	Lung	ENSMUSG00000026773
Brush cell (Tuft cell)	Nfatc1	Lung	ENSMUSG00000033016
Brush cell (Tuft cell)	Trak1	Lung	ENSMUSG00000032536
Brush cell (Tuft cell)	Cnn3	Lung	ENSMUSG00000053931
Brush cell (Tuft cell)	Hck	Lung	ENSMUSG00000003283
Brush cell (Tuft cell)	Ninj1	Lung	ENSMUSG00000037966
Brush cell (Tuft cell)	Shkbp1	Lung	ENSMUSG00000089832
Brush cell (Tuft cell)	Nlk	Lung	ENSMUSG00000017376
Brush cell (Tuft cell)	Fes	Lung	ENSMUSG00000053158
Brush cell (Tuft cell)	Scp2	Lung	ENSMUSG00000028603
Brush cell (Tuft cell)	Bak1	Lung	ENSMUSG00000057789
Brush cell (Tuft cell)	Pde2a	Lung	ENSMUSG00000110195
Brush cell (Tuft cell)	Bmx	Lung	ENSMUSG00000031377
Brush cell (Tuft cell)	Hoxa5	Lung	ENSMUSG00000038253
Brush cell (Tuft cell)	Dmxl2	Lung	ENSMUSG00000041268
Brush cell (Tuft cell)	Prcp	Lung	ENSMUSG00000061119
Brush cell (Tuft cell)	Enox2	Lung	ENSMUSG00000031109
Brush cell (Tuft cell)	Tbc1d4	Lung	ENSMUSG00000033083
Brush cell (Tuft cell)	Col16a1	Lung	ENSMUSG00000040690
Brush cell (Tuft cell)	Vps13d	Lung	ENSMUSG00000020220
Brush cell (Tuft cell)	Ilrun	Lung	ENSMUSG00000056692
